CustomerID,Recency,Frequency,Monetary,Cluster,Segmen
13811,184,3,814.5,3,At Risk
13812,42,3,539.0,1,Promising/New Active
13813,40,8,2765.47,2,Champions
13814,92,3,2257.32,3,At Risk
13815,22,8,7475.74,2,Champions
13816,24,2,571.6700000000001,1,Promising/New Active
13817,29,2,382.98,1,Promising/New Active
13818,430,1,61.28,0,Lost/Churned
13819,302,6,2642.35,3,At Risk
13820,418,3,652.75,3,At Risk
13821,145,6,1379.08,3,At Risk
13822,6,2,632.0,1,Promising/New Active
13823,19,7,3403.4500000000003,2,Champions
13824,33,12,3314.76,2,Champions
13825,622,2,255.59,0,Lost/Churned
13826,176,1,189.5,0,Lost/Churned
13827,58,3,409.8,1,Promising/New Active
13828,22,1,209.49,1,Promising/New Active
13829,421,1,102.0,0,Lost/Churned
13830,582,1,156.85000000000002,0,Lost/Churned
13831,16,18,6585.54,2,Champions
13832,19,2,609.89,1,Promising/New Active
13833,159,2,700.41,0,Lost/Churned
13834,577,2,324.19,0,Lost/Churned
13835,25,7,1095.27,1,Promising/New Active
13836,399,2,620.37,0,Lost/Churned
13837,212,2,266.59000000000003,0,Lost/Churned
13838,6,10,1690.07,2,Champions
13839,486,1,139.95000000000002,0,Lost/Churned
13840,416,1,651.4,0,Lost/Churned
13841,253,1,85.0,0,Lost/Churned
13842,59,18,5319.34,2,Champions
13843,381,1,319.75,0,Lost/Churned
13844,11,1,361.62,1,Promising/New Active
13845,65,1,312.98,0,Lost/Churned
13846,25,4,1307.79,1,Promising/New Active
13847,720,1,310.72,0,Lost/Churned
13848,92,8,3015.0,3,At Risk
13849,52,5,3469.3,3,At Risk
13850,129,1,1595.48,3,At Risk
13851,96,8,4606.46,3,At Risk
13852,611,1,187.35,0,Lost/Churned
13853,57,1,1090.14,1,Promising/New Active
13854,9,39,11944.56,2,Champions
13855,501,4,1310.34,3,At Risk
13856,169,11,1142.03,3,At Risk
13857,393,6,1001.01,3,At Risk
13858,57,1,216.17,0,Lost/Churned
13859,326,2,515.86,0,Lost/Churned
13860,1,5,1245.9,1,Promising/New Active
13861,429,2,273.26,0,Lost/Churned
13862,18,9,2556.09,2,Champions
13863,248,4,1239.55,3,At Risk
13864,387,1,662.4000000000001,0,Lost/Churned
13865,58,4,501.56,1,Promising/New Active
13866,74,1,145.67000000000002,0,Lost/Churned
13867,31,3,1005.09,1,Promising/New Active
13868,7,2,3192.54,1,Promising/New Active
13869,123,10,7996.87,2,Champions
13870,2,15,5712.08,2,Champions
13871,23,17,7885.85,2,Champions
13872,527,3,919.57,3,At Risk
13873,120,8,1038.92,3,At Risk
13874,358,7,2049.15,3,At Risk
13875,54,14,4814.37,2,Champions
13876,64,1,122.7,0,Lost/Churned
13877,86,3,449.68,1,Promising/New Active
13878,55,4,2416.9,3,At Risk
13879,646,1,395.5,0,Lost/Churned
13880,21,17,4293.86,2,Champions
13881,4,43,45179.1,2,Champions
13882,3,5,1191.13,1,Promising/New Active
13883,11,15,6560.02,2,Champions
13884,7,10,1825.03,2,Champions
13885,189,2,506.8,0,Lost/Churned
13886,71,1,243.56,0,Lost/Churned
13887,204,1,349.55,0,Lost/Churned
13888,120,7,2001.59,3,At Risk
13889,93,6,1991.23,3,At Risk
13890,1,14,2927.38,2,Champions
13891,378,3,859.21,3,At Risk
13892,27,6,1267.65,1,Promising/New Active
13893,298,1,821.1,0,Lost/Churned
13894,24,3,564.62,1,Promising/New Active
13895,28,6,4008.52,2,Champions
13896,626,1,388.55,0,Lost/Churned
13897,50,3,1160.72,1,Promising/New Active
13898,326,2,686.4,0,Lost/Churned
13899,16,2,388.52,1,Promising/New Active
13900,183,6,1610.59,3,At Risk
13901,72,15,5676.34,2,Champions
13902,632,5,34095.26,3,At Risk
13903,400,1,165.45000000000002,0,Lost/Churned
13904,37,2,332.64,1,Promising/New Active
13905,733,1,312.65,0,Lost/Churned
13906,409,1,42.0,0,Lost/Churned
13907,692,1,136.8,0,Lost/Churned
13908,80,4,2369.55,3,At Risk
13909,423,2,282.85,0,Lost/Churned
13911,57,20,4234.99,2,Champions
13912,424,1,124.95,0,Lost/Churned
13913,507,1,42.22,0,Lost/Churned
13914,12,2,626.45,1,Promising/New Active
13915,394,1,70.80000000000001,0,Lost/Churned
13916,464,4,1275.81,3,At Risk
13917,50,2,272.04,1,Promising/New Active
13918,50,2,1212.84,1,Promising/New Active
13919,59,4,1360.68,3,At Risk
13920,432,4,1774.68,3,At Risk
13921,402,4,730.7,3,At Risk
13922,352,3,865.2,3,At Risk
13923,54,1,351.13,1,Promising/New Active
13924,2,6,1838.85,1,Promising/New Active
13925,93,4,678.25,3,At Risk
13926,23,1,223.85,1,Promising/New Active
13927,75,2,708.26,1,Promising/New Active
13928,11,4,464.57,1,Promising/New Active
13929,169,11,3494.1,3,At Risk
13930,58,2,337.34,1,Promising/New Active
13931,96,11,5257.38,2,Champions
13932,295,1,307.4,0,Lost/Churned
13933,109,2,608.7900000000001,0,Lost/Churned
13934,264,1,922.1,0,Lost/Churned
13935,597,3,6116.92,3,At Risk
13936,180,3,939.66,3,At Risk
13937,169,2,880.13,3,At Risk
13938,35,1,71.66,0,Lost/Churned
13939,23,7,1560.96,1,Promising/New Active
13940,17,4,839.14,1,Promising/New Active
13941,22,15,10027.18,2,Champions
13942,535,1,320.0,0,Lost/Churned
13943,578,1,246.54,0,Lost/Churned
13944,653,1,200.43,0,Lost/Churned
13945,395,2,854.15,0,Lost/Churned
13946,79,6,1876.23,3,At Risk
13947,65,1,90.6,0,Lost/Churned
13948,361,4,548.76,3,At Risk
13949,3,6,2427.32,2,Champions
13950,11,4,745.06,1,Promising/New Active
13951,176,3,674.45,3,At Risk
13952,218,14,12823.521,2,Champions
13953,7,12,6640.68,2,Champions
13954,2,2,439.92,1,Promising/New Active
13955,154,3,544.0699999999999,3,At Risk
13956,5,5,1019.27,1,Promising/New Active
13957,418,3,458.25,0,Lost/Churned
13958,380,8,4709.2300000000005,3,At Risk
13959,79,6,1064.77,3,At Risk
13960,21,2,230.22,1,Promising/New Active
13961,392,1,538.4,0,Lost/Churned
13962,22,3,362.8,1,Promising/New Active
13963,308,17,2860.57,3,At Risk
13964,387,2,438.9,0,Lost/Churned
13965,477,3,996.61,3,At Risk
13966,435,1,384.26,0,Lost/Churned
13967,146,2,166.3,0,Lost/Churned
13968,423,1,123.66,0,Lost/Churned
13969,7,35,12973.46,2,Champions
13970,386,2,846.55,0,Lost/Churned
13971,19,14,4667.57,2,Champions
13972,71,2,190.25,0,Lost/Churned
13973,287,1,264.7,0,Lost/Churned
13974,49,2,677.72,1,Promising/New Active
13975,31,12,5256.4,2,Champions
13976,207,4,1192.36,3,At Risk
13977,411,1,519.8100000000001,0,Lost/Churned
13978,15,2,196.79,1,Promising/New Active
13979,73,7,3379.93,3,At Risk
13980,60,5,768.82,3,At Risk
13981,416,1,331.14,0,Lost/Churned
13982,39,9,3954.29,2,Champions
13983,30,21,6753.89,2,Champions
13984,27,12,1893.8,2,Champions
13985,4,22,10020.86,2,Champions
13986,17,1,320.46,1,Promising/New Active
13987,380,2,682.54,0,Lost/Churned
13988,20,8,4757.8,2,Champions
13989,66,5,2026.06,3,At Risk
13990,213,1,311.3,0,Lost/Churned
13991,12,6,852.88,1,Promising/New Active
13992,30,3,219.5,1,Promising/New Active
13993,43,19,6775.71,2,Champions
13994,4,6,2274.14,2,Champions
13995,15,14,3902.01,2,Champions
13996,386,2,895.76,3,At Risk
13997,519,3,376.46,0,Lost/Churned
13998,447,3,566.7,0,Lost/Churned
13999,10,29,9502.26,2,Champions
14000,211,5,2046.34,3,At Risk
14001,46,9,4228.85,2,Champions
14002,134,2,529.73,0,Lost/Churned
14003,733,1,209.41,0,Lost/Churned
14004,43,11,6258.45,2,Champions
14005,10,5,2874.72,1,Promising/New Active
14006,116,7,2196.67,3,At Risk
14007,513,1,79.48,0,Lost/Churned
14008,432,1,509.04,0,Lost/Churned
14009,198,3,1099.91,3,At Risk
14010,565,2,445.15,0,Lost/Churned
14011,480,2,457.82,0,Lost/Churned
14012,278,1,328.8,0,Lost/Churned
14013,110,5,1084.57,3,At Risk
14014,77,3,1948.21,3,At Risk
14015,53,1,917.34,1,Promising/New Active
14016,162,11,11403.41,2,Champions
14017,571,1,229.75,0,Lost/Churned
14018,645,1,367.15,0,Lost/Churned
14019,47,3,1421.61,1,Promising/New Active
14020,17,4,1249.01,1,Promising/New Active
14021,155,7,1716.58,3,At Risk
14022,225,2,792.15,3,At Risk
14023,7,2,584.07,1,Promising/New Active
14024,122,3,645.74,3,At Risk
14025,465,8,4057.9,3,At Risk
14026,471,2,713.11,0,Lost/Churned
14027,61,1,104.82,0,Lost/Churned
14028,550,3,10396.5,3,At Risk
14029,63,2,467.66,1,Promising/New Active
14030,18,20,7521.8,2,Champions
14031,7,44,39019.51,2,Champions
14032,2,16,4546.41,2,Champions
14033,555,1,109.44,0,Lost/Churned
14034,22,3,648.89,1,Promising/New Active
14035,29,9,2794.75,2,Champions
14036,285,1,626.65,0,Lost/Churned
14037,176,6,836.95,3,At Risk
14038,78,5,3069.88,3,At Risk
14039,33,2,267.28000000000003,1,Promising/New Active
14040,41,35,12523.81,2,Champions
14041,266,1,141.41,0,Lost/Churned
14042,725,1,431.98,0,Lost/Churned
14043,491,2,302.6,0,Lost/Churned
14044,27,10,3077.7,2,Champions
14045,109,16,10986.63,2,Champions
14046,284,1,154.99,0,Lost/Churned
14047,9,14,3968.11,2,Champions
14048,305,3,748.69,3,At Risk
14049,17,13,13023.4,2,Champions
14050,32,2,746.36,1,Promising/New Active
14051,1,37,21770.98,2,Champions
14052,20,2,466.66,1,Promising/New Active
14053,124,4,572.3,3,At Risk
14054,65,1,92.46,0,Lost/Churned
14055,106,3,1520.96,3,At Risk
14056,1,23,8152.71,2,Champions
14057,24,22,8346.66,2,Champions
14058,463,2,469.19,0,Lost/Churned
14059,267,1,183.6,0,Lost/Churned
14060,5,30,8898.24,2,Champions
14061,507,3,917.43,3,At Risk
14062,10,24,25585.65,2,Champions
14063,438,9,22710.2,3,At Risk
14064,29,15,3260.24,2,Champions
14065,389,3,891.02,3,At Risk
14066,267,1,152.55,0,Lost/Churned
14067,64,2,374.7,1,Promising/New Active
14068,320,4,1516.72,3,At Risk
14069,515,2,225.81,0,Lost/Churned
14070,685,1,321.6,0,Lost/Churned
14071,4,8,1437.57,2,Champions
14072,667,1,390.85,0,Lost/Churned
14073,32,1,151.04,1,Promising/New Active
14074,623,1,219.4,0,Lost/Churned
14075,5,6,1734.87,1,Promising/New Active
14076,129,1,118.67,0,Lost/Churned
14077,41,6,615.0799999999999,1,Promising/New Active
14078,102,9,1553.47,3,At Risk
14079,125,2,618.73,0,Lost/Churned
14080,33,5,1115.68,1,Promising/New Active
14081,302,10,4867.57,3,At Risk
14082,365,2,413.36,0,Lost/Churned
14083,4,11,1082.19,2,Champions
14084,512,1,150.5,0,Lost/Churned
14085,2,33,9720.67,2,Champions
14086,463,1,39.95,0,Lost/Churned
14087,3,3,829.47,1,Promising/New Active
14088,10,16,64036.8,2,Champions
14089,57,1,158.75,0,Lost/Churned
14090,325,1,76.32000000000001,0,Lost/Churned
14091,654,2,9530.08,3,At Risk
14092,8,24,7229.45,2,Champions
14093,12,1,433.86,1,Promising/New Active
14094,440,1,311.77,0,Lost/Churned
14095,723,1,2.95,0,Lost/Churned
14096,4,17,65164.79,2,Champions
14097,481,2,422.86,0,Lost/Churned
14098,37,1,147.35,1,Promising/New Active
14099,16,20,5750.91,2,Champions
14100,138,1,191.95,0,Lost/Churned
14101,74,13,9961.93,2,Champions
14102,5,5,1105.88,1,Promising/New Active
14104,155,5,743.53,3,At Risk
14105,239,5,5988.83,3,At Risk
14106,737,1,214.8,0,Lost/Churned
14107,52,11,4877.3,2,Champions
14108,31,4,1044.96,1,Promising/New Active
14109,73,1,144.2,0,Lost/Churned
14110,4,33,12987.95,2,Champions
14111,14,4,692.85,1,Promising/New Active
14112,23,13,5834.59,2,Champions
14113,4,16,7092.610000000001,2,Champions
14114,274,7,1364.09,3,At Risk
14115,502,2,622.6700000000001,0,Lost/Churned
14116,20,5,1382.74,1,Promising/New Active
14117,144,1,90.0,0,Lost/Churned
14118,429,1,458.45,0,Lost/Churned
14119,376,2,183.37,0,Lost/Churned
14121,4,4,2780.15,1,Promising/New Active
14122,406,3,362.42,0,Lost/Churned
14123,733,1,436.18,0,Lost/Churned
14124,84,1,419.58,0,Lost/Churned
14125,11,3,2720.63,1,Promising/New Active
14126,8,4,1172.46,1,Promising/New Active
14127,123,6,1900.08,3,At Risk
14128,61,3,924.21,1,Promising/New Active
14129,2,9,2591.34,2,Champions
14130,319,4,1858.77,3,At Risk
14131,649,1,168.22,0,Lost/Churned
14132,2,11,3586.03,2,Champions
14133,130,4,911.14,3,At Risk
14134,383,15,11123.35,3,At Risk
14135,2,24,8839.67,2,Champions
14136,401,5,1570.81,3,At Risk
14137,696,1,332.7,0,Lost/Churned
14138,2,2,965.88,1,Promising/New Active
14139,46,4,1086.8,1,Promising/New Active
14140,4,2,935.05,1,Promising/New Active
14141,3,4,915.13,1,Promising/New Active
14142,373,2,671.34,0,Lost/Churned
14143,134,1,115.8,0,Lost/Churned
14144,486,1,30.6,0,Lost/Churned
14145,47,7,7600.05,2,Champions
14146,9,12,9450.3,2,Champions
14147,78,9,2590.2,3,At Risk
14148,234,2,466.29,0,Lost/Churned
14149,221,1,446.62,0,Lost/Churned
14150,36,2,658.64,1,Promising/New Active
14151,673,2,679.45,0,Lost/Churned
14152,75,7,1997.34,3,At Risk
14153,483,1,233.4,0,Lost/Churned
14154,239,8,6460.7,3,At Risk
14155,266,1,118.75,0,Lost/Churned
14156,10,156,313437.62,2,Champions
14157,20,5,978.69,1,Promising/New Active
14158,40,1,507.66,1,Promising/New Active
14159,20,20,7860.8,2,Champions
14160,610,7,8421.47,3,At Risk
14161,216,7,2996.93,3,At Risk
14162,174,2,289.36,0,Lost/Churned
14163,87,5,2594.62,3,At Risk
14164,71,2,1631.77,3,At Risk
14165,276,1,120.44,0,Lost/Churned
14166,505,2,251.15,0,Lost/Churned
14167,39,8,1274.29,3,At Risk
14168,421,2,370.45,0,Lost/Churned
14169,431,2,621.51,0,Lost/Churned
14170,375,3,570.18,0,Lost/Churned
14171,98,2,498.79,0,Lost/Churned
14172,605,3,369.02,0,Lost/Churned
14173,11,6,586.0,1,Promising/New Active
14174,33,1,134.46,1,Promising/New Active
14175,60,8,7678.88,2,Champions
14176,297,5,756.46,3,At Risk
14177,86,13,2209.69,3,At Risk
14178,9,7,1600.26,1,Promising/New Active
14179,41,2,701.57,1,Promising/New Active
14180,11,33,6117.5,2,Champions
14181,411,2,308.35,0,Lost/Churned
14182,444,4,678.77,3,At Risk
14183,411,2,278.34000000000003,0,Lost/Churned
14184,67,1,452.89,1,Promising/New Active
14185,331,1,197.65,0,Lost/Churned
14186,427,5,1550.63,3,At Risk
14187,474,1,123.5,0,Lost/Churned
14188,31,6,2054.36,1,Promising/New Active
14189,2,16,5503.15,2,Champions
14190,666,1,79.9,0,Lost/Churned
14191,2,15,4817.66,2,Champions
14192,388,1,293.74,0,Lost/Churned
14193,68,3,1210.19,3,At Risk
14194,5,36,18670.59,2,Champions
14195,202,6,2615.6,3,At Risk
14196,107,1,335.52,0,Lost/Churned
14197,411,1,390.05,0,Lost/Churned
14198,18,9,1569.73,2,Champions
14199,218,4,1091.7,3,At Risk
14200,617,1,379.2,0,Lost/Churned
14201,60,10,1193.54,3,At Risk
14202,381,3,847.76,3,At Risk
14203,397,1,339.34,0,Lost/Churned
14204,2,4,1024.83,1,Promising/New Active
14205,17,9,2414.2,2,Champions
14206,239,3,1185.01,3,At Risk
14207,688,1,157.8,0,Lost/Churned
14208,95,2,567.05,1,Promising/New Active
14209,11,15,4993.27,2,Champions
14210,106,16,5556.570000000001,2,Champions
14211,53,18,4402.29,2,Champions
14212,90,2,2190.14,3,At Risk
14213,405,1,1192.2,0,Lost/Churned
14214,31,5,1004.38,1,Promising/New Active
14215,12,9,3250.33,2,Champions
14216,3,5,2150.04,1,Promising/New Active
14217,2,23,3298.59,2,Champions
14218,43,1,169.48000000000002,0,Lost/Churned
14219,4,3,633.83,1,Promising/New Active
14220,247,4,1515.0,3,At Risk
14221,42,17,6517.49,2,Champions
14222,177,1,683.17,0,Lost/Churned
14223,92,3,991.13,3,At Risk
14224,110,9,1841.71,3,At Risk
14225,435,4,2031.07,3,At Risk
14226,29,6,2985.13,2,Champions
14227,26,15,6368.71,2,Champions
14228,438,3,745.5,3,At Risk
14229,52,7,2594.04,3,At Risk
14230,436,3,979.8,3,At Risk
14231,184,4,1235.62,3,At Risk
14232,43,5,2048.07,3,At Risk
14233,49,7,2904.27,3,At Risk
14234,22,4,754.12,1,Promising/New Active
14235,75,9,4717.99,2,Champions
14236,81,5,1555.34,3,At Risk
14237,373,2,471.14,0,Lost/Churned
14238,326,3,434.23,0,Lost/Churned
14239,43,21,4263.17,2,Champions
14240,30,3,1247.49,1,Promising/New Active
14241,184,2,333.70000000000005,0,Lost/Churned
14242,235,2,280.55,0,Lost/Churned
14243,9,17,7217.75,2,Champions
14244,661,1,366.42,0,Lost/Churned
14245,220,2,1693.45,3,At Risk
14246,111,3,1474.06,3,At Risk
14247,278,5,753.56,3,At Risk
14248,318,3,1032.95,3,At Risk
14249,411,12,5400.461,3,At Risk
14250,7,3,1904.05,1,Promising/New Active
14251,2,5,2879.7000000000003,2,Champions
14252,381,1,350.99,0,Lost/Churned
14253,493,2,363.4,0,Lost/Churned
14254,433,1,601.03,0,Lost/Churned
14255,546,1,1000.63,0,Lost/Churned
14256,260,5,2460.79,3,At Risk
14257,64,9,5954.45,2,Champions
14258,9,25,32051.34,2,Champions
14259,142,1,120.0,0,Lost/Churned
14260,471,3,824.28,3,At Risk
14261,51,2,1163.45,1,Promising/New Active
14262,8,8,2618.23,2,Champions
14263,423,1,322.93,0,Lost/Churned
14264,155,6,1517.36,3,At Risk
14265,109,4,1373.35,3,At Risk
14266,428,1,40.56,0,Lost/Churned
14267,163,3,1516.24,3,At Risk
14268,471,1,354.85,0,Lost/Churned
14269,439,1,295.73,0,Lost/Churned
14270,332,1,492.65,0,Lost/Churned
14271,226,2,214.18,0,Lost/Churned
14272,74,4,920.81,3,At Risk
14273,51,4,559.97,1,Promising/New Active
14274,686,1,256.6,0,Lost/Churned
14275,396,6,1189.38,3,At Risk
14276,99,7,2102.68,3,At Risk
14277,15,9,17197.61,2,Champions
14278,410,1,205.83,0,Lost/Churned
14279,521,2,191.86,0,Lost/Churned
14280,197,1,134.04,0,Lost/Churned
14281,408,1,245.15,0,Lost/Churned
14282,3,25,7250.76,2,Champions
14283,463,4,628.4399999999999,3,At Risk
14284,31,3,1299.65,1,Promising/New Active
14285,21,8,3284.42,2,Champions
14286,24,7,8479.76,2,Champions
14287,8,3,176.63,1,Promising/New Active
14288,213,1,426.6,0,Lost/Churned
14289,9,6,911.26,1,Promising/New Active
14290,11,8,4516.56,2,Champions
14291,2,23,7904.1,2,Champions
14292,8,16,9226.25,2,Champions
14293,3,9,2903.01,2,Champions
14294,407,1,375.34,0,Lost/Churned
14295,40,5,2362.91,3,At Risk
14296,421,2,456.4,0,Lost/Churned
14297,18,4,1305.33,1,Promising/New Active
14298,8,82,91194.49,2,Champions
14299,8,27,14070.25,2,Champions
14300,19,1,43.2,1,Promising/New Active
14301,117,4,1992.18,3,At Risk
14302,431,3,742.9000000000001,3,At Risk
14303,407,2,277.94,0,Lost/Churned
14304,223,3,1725.01,3,At Risk
14305,71,3,1858.96,3,At Risk
14306,51,6,3151.4,3,At Risk
14307,89,10,4287.92,3,At Risk
14308,549,2,1147.02,3,At Risk
14309,8,11,3780.81,2,Champions
14310,433,1,492.1,0,Lost/Churned
14311,243,2,516.45,0,Lost/Churned
14312,47,11,3090.29,2,Champions
14314,107,2,229.8,0,Lost/Churned
14315,45,8,3197.82,2,Champions
14316,422,5,1370.34,3,At Risk
14317,65,1,508.58,1,Promising/New Active
14318,460,1,158.02,0,Lost/Churned
14319,424,1,494.85,0,Lost/Churned
14320,207,5,1346.75,3,At Risk
14321,11,7,2218.06,2,Champions
14322,429,4,474.1,3,At Risk
14323,115,2,605.0600000000001,0,Lost/Churned
14324,410,2,701.61,0,Lost/Churned
14325,570,1,245.48,0,Lost/Churned
14326,242,3,940.98,3,At Risk
14327,163,6,1894.93,3,At Risk
14328,438,1,445.05,0,Lost/Churned
14329,17,15,9887.62,2,Champions
14330,624,1,200.63,0,Lost/Churned
14331,124,2,462.66,0,Lost/Churned
14332,23,5,1917.41,1,Promising/New Active
14333,68,1,415.2,0,Lost/Churned
14334,17,12,4318.48,2,Champions
14335,16,2,454.86,1,Promising/New Active
14336,17,4,1614.91,1,Promising/New Active
14338,161,3,928.1,3,At Risk
14339,243,2,620.27,0,Lost/Churned
14340,219,1,134.7,0,Lost/Churned
14341,45,18,4452.02,2,Champions
14342,21,6,918.44,1,Promising/New Active
14343,421,4,1079.66,3,At Risk
14344,127,20,2993.05,2,Champions
14345,39,1,108.98,0,Lost/Churned
14346,121,5,2315.75,3,At Risk
14347,737,1,82.6,0,Lost/Churned
14348,260,1,409.57,0,Lost/Churned
14349,10,1,133.5,1,Promising/New Active
14350,274,3,972.03,3,At Risk
14351,165,1,51.0,0,Lost/Churned
14352,157,4,1078.96,3,At Risk
14353,215,3,376.5,0,Lost/Churned
14354,6,2,163.62,1,Promising/New Active
14355,366,3,840.0500000000001,3,At Risk
14356,80,2,701.23,1,Promising/New Active
14357,43,1,225.12,1,Promising/New Active
14358,389,2,400.06,0,Lost/Churned
14359,19,3,912.18,1,Promising/New Active
14360,32,4,2118.03,1,Promising/New Active
14361,579,1,214.71,0,Lost/Churned
14362,22,1,151.5,1,Promising/New Active
14363,402,2,227.47000000000003,0,Lost/Churned
14364,109,8,3717.35,3,At Risk
14365,395,2,634.68,0,Lost/Churned
14366,525,1,136.0,0,Lost/Churned
14367,8,16,9227.82,2,Champions
14368,320,1,155.0,0,Lost/Churned
14369,642,2,469.13,0,Lost/Churned
14370,451,6,1175.78,3,At Risk
14371,295,1,100.5,0,Lost/Churned
14372,443,2,860.08,0,Lost/Churned
14373,358,1,76.55,0,Lost/Churned
14374,541,1,108.0,0,Lost/Churned
14375,185,3,1106.82,3,At Risk
14376,683,1,215.46,0,Lost/Churned
14377,191,2,617.05,0,Lost/Churned
14378,622,1,131.25,0,Lost/Churned
14379,44,4,1265.16,1,Promising/New Active
14380,682,1,48.96,0,Lost/Churned
14381,52,2,625.9399999999999,1,Promising/New Active
14382,26,2,1193.63,1,Promising/New Active
14383,38,3,1247.69,1,Promising/New Active
14384,501,1,58.5,0,Lost/Churned
14385,9,3,202.11,1,Promising/New Active
14386,297,1,142.4,0,Lost/Churned
14387,33,3,1727.6,1,Promising/New Active
14388,10,16,6388.2,2,Champions
14389,65,5,1898.01,3,At Risk
14390,10,13,6150.03,2,Champions
14391,577,1,135.6,0,Lost/Churned
14392,432,1,266.4,0,Lost/Churned
14393,218,1,67.95,0,Lost/Churned
14394,565,1,93.8,0,Lost/Churned
14395,2,20,7801.93,2,Champions
14396,65,7,1969.38,3,At Risk
14397,3,19,2612.96,2,Champions
14398,401,2,707.79,0,Lost/Churned
14399,394,8,2108.21,3,At Risk
14400,149,3,1732.47,3,At Risk
14401,4,22,6795.9,2,Champions
14402,652,1,285.6,0,Lost/Churned
14403,130,6,1880.51,3,At Risk
14404,34,13,2724.13,2,Champions
14405,387,1,195.0,0,Lost/Churned
14406,119,1,156.75,0,Lost/Churned
14407,107,6,2157.73,3,At Risk
14408,11,11,4102.27,2,Champions
14409,71,9,3427.29,3,At Risk
14410,92,11,2631.9,3,At Risk
14411,311,1,1063.0,0,Lost/Churned
14412,43,3,1426.19,1,Promising/New Active
14413,362,4,764.52,3,At Risk
14414,92,8,2399.33,3,At Risk
14415,1,23,11980.09,2,Champions
14416,22,2,490.22,1,Promising/New Active
14417,388,1,524.65,0,Lost/Churned
14418,4,3,1937.25,1,Promising/New Active
14419,11,7,1254.64,1,Promising/New Active
14420,99,4,1639.17,3,At Risk
14421,57,6,2469.37,3,At Risk
14422,1,19,10271.52,2,Champions
14423,218,3,916.61,3,At Risk
14424,18,1,322.08,1,Promising/New Active
14425,435,3,661.39,3,At Risk
14426,24,17,11727.94,2,Champions
14427,50,4,1263.52,1,Promising/New Active
14428,7,5,1224.06,1,Promising/New Active
14429,404,1,516.28,0,Lost/Churned
14430,512,3,1220.9,3,At Risk
14431,303,4,2614.2,3,At Risk
14432,10,6,2248.5,2,Champions
14433,466,1,280.7,0,Lost/Churned
14434,22,6,1372.8,1,Promising/New Active
14435,502,1,90.42,0,Lost/Churned
14436,99,2,271.70000000000005,0,Lost/Churned
14437,366,5,873.34,3,At Risk
14438,306,1,131.9,0,Lost/Churned
14439,320,5,9443.04,3,At Risk
14440,8,13,5982.03,2,Champions
14441,1,11,4611.6900000000005,2,Champions
14442,205,7,5367.02,3,At Risk
14443,54,5,2082.97,3,At Risk
14444,456,1,120.44,0,Lost/Churned
14445,456,1,221.65,0,Lost/Churned
14446,1,5,1200.28,1,Promising/New Active
14447,19,6,1711.73,1,Promising/New Active
14448,9,2,375.35,1,Promising/New Active
14449,19,8,2230.96,2,Champions
14450,181,7,1128.44,3,At Risk
14451,60,12,3258.68,2,Champions
14452,11,4,658.95,1,Promising/New Active
14453,190,1,119.93,0,Lost/Churned
14454,376,5,977.3,3,At Risk
14455,432,4,617.72,3,At Risk
14456,5,9,3017.28,2,Champions
14457,311,1,113.64,0,Lost/Churned
14458,381,1,228.07,0,Lost/Churned
14459,155,2,5375.741,3,At Risk
14460,110,9,1093.5,3,At Risk
14461,148,13,6676.91,2,Champions
14462,66,12,2242.81,2,Champions
14463,98,4,786.5699999999999,3,At Risk
14464,568,2,111.0,0,Lost/Churned
14465,247,11,3925.85,3,At Risk
14466,29,13,4267.15,2,Champions
14467,18,12,2203.24,2,Champions
14468,734,1,204.24,0,Lost/Churned
14469,416,4,2093.46,3,At Risk
14470,12,3,712.04,1,Promising/New Active
14471,591,2,400.95,0,Lost/Churned
14472,104,9,2118.72,3,At Risk
14473,74,2,234.34000000000003,0,Lost/Churned
14474,46,2,1258.89,1,Promising/New Active
14475,72,4,1151.15,3,At Risk
14476,257,1,193.0,0,Lost/Churned
14477,20,7,1969.6,2,Champions
14478,382,4,1276.66,3,At Risk
14479,254,4,1124.71,3,At Risk
14480,11,4,1299.52,1,Promising/New Active
14481,165,5,2284.69,3,At Risk
14482,18,12,4306.72,2,Champions
14483,282,2,257.1,0,Lost/Churned
14484,50,4,1070.98,1,Promising/New Active
14485,39,1,162.8,1,Promising/New Active
14486,512,2,175.5,0,Lost/Churned
14487,27,7,1266.27,1,Promising/New Active
14488,68,1,1064.28,1,Promising/New Active
14489,207,4,1574.93,3,At Risk
14490,406,2,1273.47,3,At Risk
14491,175,2,340.93,0,Lost/Churned
14492,430,7,1921.91,3,At Risk
14493,7,10,5087.86,2,Champions
14494,26,3,401.46,1,Promising/New Active
14495,51,3,174.8,1,Promising/New Active
14496,312,7,2363.89,3,At Risk
14497,309,2,697.0600000000001,0,Lost/Churned
14498,43,10,3900.83,2,Champions
14499,26,7,2101.79,2,Champions
14500,88,3,356.85,1,Promising/New Active
14501,184,2,251.21,0,Lost/Churned
14502,20,11,2429.83,2,Champions
14503,3,6,3543.26,2,Champions
14504,47,4,673.26,1,Promising/New Active
14505,17,19,11879.08,2,Champions
14506,17,7,2960.25,2,Champions
14507,24,11,3216.74,2,Champions
14508,22,5,822.92,1,Promising/New Active
14509,534,1,110.95,0,Lost/Churned
14510,376,3,979.85,3,At Risk
14511,11,5,1314.81,1,Promising/New Active
